Customer_ID,Average_Wallet_Balance_(INR),Avg recharge value_(INR),Customer_Age,Gender,Income,City,Avg_transaction_amount_for_bill_payments_(INR),Avg_amount_of_Retail_e-commerce_payments_(INR),Average_duration_of_each_session_in_Min,Average_Transfer_Amount_(INR),No._of_P2P_transfers in a month,Average_Withdrawal_amount_(INR),CIBIL_Score,Automatic_payment_enabled,Max_Transaction_Amount_(INR),Avg_Spend_Per_Month,Automatic_payments_total_amount,Wallet_activated_at,Last_Activity_Date,"high_risk vs low_risk (1= High risk, 0= Low risk)"
CI718978,996.69,357.69,55,M,5L-10L,Tier 2,2212.45,600,2,1200,7,1052.97,371,No,466,3318.45,3683,42790,44467,0
CI473122,1219.7,290.35,26,M,<5L,Tier 2,2780.24,750,2,1150,3,662.07,947,Yes,11475,4036.24,442,43407,44506,0
CI288756,2425.74,595.58,50,F,<5L,Tier 2,2632.75,800,4,1200,8,1395.05,596,No,6219,3938.75,2535,43496,44437,0
CI716377,746.31,107.31,48,F,<5L,Tier 2,3075.63,750,3,1100,9,1740.07,589,No,9978,4331.63,3377,43542,44465,0
CI220147,623.07,56.1,43,M,<5L,Tier 2,959.53,750,3.01,1508,3,1377.42,953,No,10312,2279.53,1107,43888,44430,1
CI694512,1069.66,215.33,34,M,10L-20L,Tier 1,1011.6,250,2,1300,9,1128.99,643,No,8251,1767.6,2989,42804,44459,0
CI897715,2813.48,1087.24,53,F,5L-10L,Tier 1,1522.74,500,4,1000,4,1721.89,993,Yes,7972,2528.74,1717,42880,44428,0
CI257242,1259.82,310.41,20,M,<5L,Tier 1,912.82,650,3,1450,5,974.44,390,No,2238,2068.82,3412,44146,44432,0
CI120228,4674.48,1008.87,24,F,10L-20L,Tier 2,1259.32,350,2,3250,5,1781.36,498,No,12408,2115.32,1668,43266,44493,0
CI956577,4823.84,1046.21,65,F,<5L,Tier 2,2428.41,400,4,1300,7,1492.86,809,No,11230,3334.41,836,44386,44428,0
CI759186,4092.2,863.3,59,F,10L-20L,Tier 2,1505.91,300,2,1450,10,1760.81,749,No,1282,2311.91,2734,44468,44475,0
CI657159,1616.79,977.79,62,F,>20L,Tier 1,2365.59,400,2.01,4400,5,893.38,896,No,9071,3271.59,2592,42824,44449,0
CI650636,4787.12,1037.03,28,F,<5L,Tier 1,492.86,4650,4.01,1100,6,1477.59,634,No,1492,5648.86,4466,43910,44506,0
CI367452,5533.6,1223.65,58,F,5L-10L,Tier 3,2067.91,300,3.01,1200,9,1134.17,397,No,2451,2873.91,3027,43570,44492,0
CI943115,5570.52,1232.88,49,F,5L-10L,Tier 2,1099.91,800,2,1250,1,1144.46,578,No,4287,2405.91,779,42879,44431,0
CI903826,4860.92,1055.48,41,M,<5L,Tier 1,1076.97,250,2,1450,5,1457.33,717,No,4225,1832.97,4100,43538,44441,0
CI809877,5341.56,1175.64,32,F,5L-10L,Tier 2,704.18,600,4,2600,3,1694.24,463,No,3428,1810.18,244,42946,44454,0
CI363366,2999.68,590.17,67,M,<5L,Tier 3,261.4,650,4,1150,10,659.54,942,No,1876,1417.4,2288,43220,44437,0
CI992388,5116.35,1492.45,32,F,10L-20L,Tier 1,517.25,450,2.01,2600,8,1288.43,654,Yes,4034,1473.25,2719,43040,44495,0
CI297901,5415.12,1194.03,60,M,10L-20L,Tier 1,2080.5,400,2.01,1000,9,1273.43,563,Yes,8916,2986.5,2971,42855,44434,0
CI561996,3105.452,760.34,20,M,<5L,Tier 1,1740.63,786,1.01,625,8,1309.52,396,No,10065,3132.63,847,42799,44479,1
CI703164,1916.264,411.63,35,U,5L-10L,Tier 3,2292.17,724,3,3814,5,1351.95,674,No,5461,3561.17,2335,43968,44428,1
CI126226,2095.97,1456.97,33,F,<5L,Tier 1,1038.88,800,4,1100,10,957.26,729,Yes,11007,2344.88,809,44252,44501,0
CI113373,1116.76,238.88,41,F,<5L,Tier 2,2590.85,650,2.01,1050,6,733.69,524,No,1903,3746.85,2542,44007,44448,0
CI136887,2428.12,894.56,69,F,<5L,Tier 2,1387.51,1700,3.01,1450,7,1166.64,510,No,3816,3593.51,4044,42737,44454,0
CI252136,3116.12,619.28,19,F,<5L,Tier 1,390.07,650,2.01,1050,9,647.43,719,No,7229,1546.07,1691,43001,44491,0
CI407675,2722.14,694.38,43,M,5L-10L,Tier 1,110.54,750,4,1450,1,1635.96,389,Yes,1914,1366.54,3402,44012,44441,0
CI717385,3758.64,779.91,57,F,10L-20L,Tier 1,1591.31,400,4.01,1100,10,1548.76,733,Yes,10102,2497.31,1075,44205,44423,0
CI460678,1447.48,808.48,34,F,<5L,Tier 1,1565.95,900,1,2000,7,1115.56,597,No,9573,2971.95,2678,43294,44469,0
CI677060,1125.68,243.34,57,U,<5L,Tier 2,2093.52,950,4,1050,9,623.43,918,No,11225,3549.52,792,42874,44496,0
CI245965,2257.65,539.55,66,F,5L-10L,Tier 2,773.76,950,4,1400,7,1158.63,566,No,2320,2229.76,2495,44404,44484,0
CI473995,2033.96,348.74,26,U,>20L,Tier 1,83.75,3900,3.01,750,5,1353.74,875,No,2425,4489.75,2324,43788,44463,0
CI874561,1758.99,373.33,23,M,<5L,Tier 2,205.4,750,4,1150,2,1222.37,431,No,3480,1461.4,3749,44145,44504,0
CI564434,2258.88,404.97,49,M,10L-20L,Tier 1,1461.11,400,2,1100,4,1764.59,820,Yes,12780,2367.11,760,44246,44492,0
CI207667,4225.59,1195.53,38,F,<5L,Tier 1,186.71,4450,4,1200,7,1568.95,733,No,12312,5142.71,2628,44260,44430,0
CI197345,2045.55,1406.55,47,F,5L-10L,Tier 2,1004.68,800,4,1250,10,1017.74,585,No,5221,2310.68,497,42788,44427,0
CI853902,1791.44,576.22,32,F,10L-20L,Tier 2,1519.83,250,3.01,1100,5,836.68,919,No,1528,2275.83,3741,44423,44455,0
CI341018,1019.72,380.72,32,F,5L-10L,Tier 1,627.49,3000,2.01,1150,7,656.96,535,No,8279,4133.49,2962,43031,44480,0
CI798579,2159.36,380.09,51,F,<5L,Tier 1,2344.91,300,2.01,1100,2,1017.6,557,No,9564,3150.91,3937,44369,44468,0
CI406960,1355.04,179.01,41,M,5L-10L,Tier 1,2248.63,900,3,1450,5,1349.58,873,No,10011,3654.63,3035,44331,44429,0
CI275134,1042.16,403.16,49,F,5L-10L,Tier 2,965.84,350,2.01,1200,10,1083.81,519,Yes,9138,1821.84,2984,44179,44498,0
CI738300,5436.64,1199.41,22,F,5L-10L,Tier 1,752.84,950,3,1400,8,1198.4,884,Yes,11195,2208.84,4082,43709,44474,0
CI551998,1374.22,367.61,30,M,10L-20L,Tier 1,1278.27,650,3.01,1050,8,1694.42,842,Yes,8548,2434.27,3142,42855,44434,0
CI225385,6586.68,1486.92,20,M,<5L,Tier 2,1028.84,800,1,1050,10,894.37,976,No,8712,2334.84,977,44013,44455,0
CI409027,2266.72,813.86,23,M,5L-10L,Tier 1,443.44,300,2,1100,6,1278.06,949,Yes,5770,1249.44,1251,43900,44452,0
CI456843,1135.37,496.37,29,U,<5L,Tier 1,2060.52,750,2,1400,2,1587.59,615,Yes,8409,3316.52,1834,43765,44431,0
CI139279,2940.56,575.39,37,F,10L-20L,Tier 1,2875.61,700,4.01,1250,4,1534.04,623,No,4113,4081.61,287,43051,44505,0
CI822469,4721.04,1360.68,54,M,<5L,Tier 1,500.09,450,4,1250,4,818.41,898,No,10149,1456.09,663,44145,44437,0
CI810681,2244.354,755.74,26,F,5L-10L,Tier 2,3237.5,398,1.01,1440,8,1913.65,911,No,11662,4215.5,3130,43173,44503,1
CI624995,2217.2,789.1,66,M,>20L,Tier 1,1310.13,550,2.01,1200,7,1521.9,783,No,2758,2366.13,4488,44493,44503,0
CI438430,2964.8,581.45,38,F,<5L,Tier 3,2207.76,750,3,1200,5,775.6,624,Yes,10320,3463.76,1339,44153,44475,0
CI605711,2531.16,630.72,36,F,10L-20L,Tier 1,2986.89,800,3,1100,10,1260.44,778,No,826,4292.89,3875,42972,44505,0
CI657759,1765.064,808.26,58,F,5L-10L,Tier 1,359.06,603,1,1517,6,889.18,847,No,12580,1525.06,407,44021,44476,1
CI612893,2768.8,1064.9,67,F,<5L,Tier 1,1447.35,1750,3.01,1100,7,1311.26,716,No,4466,3703.35,3533,43634,44501,0
CI534104,1598.52,479.76,34,F,10L-20L,Tier 2,2849.71,400,2,1050,4,1207.94,429,No,2180,3755.71,1742,43280,44433,0
CI524129,3762.9,1041.3,19,M,<5L,Tier 1,2138.88,1450,4.01,1000,5,1519.73,868,No,12063,4094.88,3996,44239,44490,0
CI516182,1999.05,1360.05,64,M,<5L,Tier 2,3257.04,950,1,1300,4,1211.61,584,No,9204,4713.04,3416,42804,44458,0
CI923325,1848.26,604.63,63,F,<5L,Tier 1,3249.44,4700,3.01,1200,3,1591.91,568,No,8062,8455.44,2179,43037,44506,0
CI133324,759.976,272.68,21,F,<5L,Tier 1,722.04,494,1.01,1637,2,1865.38,864,No,4626,1812.04,3184,43977,44509,1
CI728734,1338.582,251.42,40,M,10L-20L,Tier 1,439.84,737,1.01,1517,2,1044.18,458,No,9184,1736.84,3136,43615,44449,1
CI169516,864.02,112.51,60,F,<5L,Tier 1,1083.57,600,3.01,1300,5,620.81,492,No,1998,2189.57,1493,42888,44435,0
CI466244,1507.43,868.43,60,M,5L-10L,Tier 2,3041.52,950,3,1400,10,636.25,488,No,8321,4497.52,1428,44482,44492,0
CI300431,2568.56,964.78,50,U,<5L,Tier 2,169.01,950,2.01,1200,5,1693.14,482,No,1474,1625.01,337,43632,44481,0
CI120653,5515.36,1219.09,33,F,<5L,Tier 2,1588.61,2900,4.01,1350,4,1402.01,455,No,1649,4994.61,3814,43122,44462,0
CI962940,4184.64,1181.88,25,F,<5L,Tier 1,1087,850,4.01,1400,9,1662.68,716,No,12966,2443,274,44408,44500,0
CI362911,2081.77,1442.77,68,U,<5L,Tier 2,3092.66,600,4.01,1300,8,1545.32,432,Yes,9650,4198.66,3866,44043,44421,0
CI536528,2015.15,1376.15,55,M,<5L,Tier 1,3291.37,350,2.01,3500,8,633.83,884,No,10061,4147.37,3519,42784,44468,0
CI878844,2174.8,383.95,37,F,5L-10L,Tier 2,1186.68,450,3.01,1250,7,730.7,721,No,7916,2142.68,2547,43127,44474,0
CI972783,1334.79,695.79,43,M,10L-20L,Tier 1,3289.91,300,2.01,1400,3,641.49,855,No,4466,4095.91,3487,44126,44473,0
CI644142,1670.44,515.72,18,M,10L-20L,Tier 2,2771.22,500,3,1450,9,1040.46,547,No,11440,3777.22,1422,43940,44429,0
CI313480,2060.28,1421.28,49,M,<5L,Tier 1,262.68,450,4,1400,2,1655.48,563,No,1531,1218.68,694,42883,44439,0
CI423642,1645.96,251.74,63,U,5L-10L,Tier 1,2126.95,450,3,1450,9,687.03,676,No,3283,3082.95,2630,44234,44473,0
CI965851,5446.2,1201.8,50,F,5L-10L,Tier 2,1578.31,250,1,2500,7,1611.44,602,Yes,848,2334.31,4438,44258,44436,0
CI172348,1624.52,985.52,29,M,<5L,Tier 3,806.52,3900,1,1400,10,1036.81,529,No,6407,5212.52,3448,43250,44452,0
CI159894,2353.4,428.6,57,M,<5L,Tier 2,2582.34,600,3.01,1100,9,1711.39,640,Yes,872,3688.34,3477,43091,44453,0
CI836099,1867.782,555.42,25,M,10L-20L,Tier 3,224.8,954,3,1634,5,1912.83,370,No,11388,1789.8,1232,43233,44485,1
CI701060,1199.67,186.89,66,F,10L-20L,Tier 1,2878.37,350,4.01,1400,10,1076.12,499,Yes,11891,3734.37,1985,42997,44501,0
CI599875,4340.73,1233.91,21,M,10L-20L,Tier 1,1597.06,300,1,1100,1,862.73,833,No,3444,2403.06,3964,42937,44466,0
CI868516,1963.479,565.99,38,M,5L-10L,Tier 1,1574.69,1025,2.01,1394,5,1255.96,525,No,10525,3153.69,3956,43123,44473,1
CI332291,1173.52,534.52,51,M,<5L,Tier 1,1258.29,550,4,1350,1,1663.96,750,No,5180,2314.29,258,42849,44460,0
CI137507,1610.61,971.61,46,M,<5L,Tier 2,1368.65,500,3.01,4600,4,1125.66,968,No,7874,2374.65,3848,44261,44446,0
CI310334,3006.84,1183.92,49,U,<5L,Tier 2,632.09,600,2.01,1100,2,1545.12,916,No,11049,1738.09,1889,43736,44438,0
CI936233,2390.72,875.86,25,M,5L-10L,Tier 1,3307.25,500,1.01,1350,5,1407.2,548,No,9415,4313.25,1587,43240,44424,0
CI131195,6259.28,1405.07,28,M,<5L,Tier 2,1663.03,750,4,1300,9,1331.7,797,No,10869,2919.03,4292,44164,44486,0
CI216629,4882.88,1060.97,35,U,>20L,Tier 2,2867.4,950,4.01,1150,5,1258.71,855,No,10218,4323.4,953,43667,44478,0
CI344800,3434.32,1397.66,66,M,<5L,Tier 3,1926.56,750,3.01,1300,5,1008.53,920,Yes,5832,3182.56,2572,42695,44453,0
CI750804,1440.99,801.99,20,F,<5L,Tier 2,928.13,750,3.01,1350,6,1784.66,555,No,3337,2184.13,342,43578,44465,0
CI347304,1839.92,300.23,54,M,<5L,Tier 2,568.21,250,1.01,1450,6,1027.62,738,No,6211,1324.21,1673,43654,44491,0
CI305914,1321.24,682.24,39,M,<5L,Tier 2,2352.51,900,2.01,1450,6,994.72,996,No,5520,3758.51,1273,43412,44490,0
CI995935,1844.62,602.81,65,F,<5L,Tier 1,2722.69,750,1,3300,10,1173.47,457,No,5390,3978.69,2207,44281,44507,0
CI599090,1592.91,953.91,65,M,5L-10L,Tier 2,1817.36,600,3.01,1050,3,1726.89,574,No,1404,2923.36,3760,43521,44461,0
CI115303,5009.92,1092.73,27,M,<5L,Tier 1,2607.02,350,4,1300,6,1585.32,509,No,1262,3463.02,2829,43863,44501,0
CI308991,2485.76,923.38,43,M,<5L,Tier 2,2697.73,300,4.01,1050,1,1794.46,373,Yes,3437,3503.73,654,43596,44436,0
CI565600,1201.96,140.74,65,M,5L-10L,Tier 1,605.84,300,4.01,650,9,1769.26,474,Yes,5318,1411.84,564,43362,44428,0
CI944572,5124.12,1121.28,52,M,>20L,Tier 1,1863.78,700,2.01,1100,3,798.04,436,No,1754,3069.78,4159,43363,44509,0
CI280513,1478.79,839.79,52,U,<5L,Tier 3,2767.75,650,4,2450,9,679.69,922,No,6013,3923.75,1870,43047,44499,0
CI765469,4555.18,1277.1,51,M,5L-10L,Tier 3,1631.89,748,4,1648,3,1851.86,858,Yes,7229,2985.89,847,42799,44454,1
CI276779,1650.824,684.66,12,F,10L-20L,Tier 1,571.77,362,1.01,1376,1,1768.89,479,No,9032,1522.77,1443,43430,44481,1
CI366378,1269.6,315.3,62,F,5L-10L,Tier 2,727.67,750,3.01,1300,8,1741.18,505,Yes,8211,1983.67,2216,43657,44475,0
CI495366,2230.02,795.51,42,M,<5L,Tier 1,2248.23,400,4,1300,1,621.3,930,No,1909,3154.23,4037,43573,44496,0
CI534903,1853.28,607.14,59,M,10L-20L,Tier 1,420.84,400,3,1150,8,1616.36,1041,No,990,1326.84,2276,43439,44447,0
CI492804,3433.92,698.73,67,F,<5L,Tier 1,2235.8,1600,4,1150,9,718.87,398,No,8454,4341.8,3907,43968,44437,0
CI978871,1373.32,734.32,34,U,<5L,Tier 3,276.96,750,2,1450,9,1328.82,729,No,7819,1532.96,1349,43222,44492,0
CI457491,1570.28,232.82,36,F,<5L,Tier 1,1529.36,600,1.01,1250,7,726.55,963,Yes,8064,2635.36,1322,42750,44450,0
CI491637,1404.06,255.02,40,M,5L-10L,Tier 1,435.75,750,1.01,800,1,1681.75,1000,No,6410,1691.75,3357,43301,44465,0
CI766990,2763.24,531.06,49,F,5L-10L,Tier 1,2937.37,550,1,1450,5,1188.6,847,No,12386,3993.37,1379,43236,44474,0
CI510224,1993.614,924.51,60,F,10L-20L,Tier 1,465.23,867,2.01,1191,5,1017.64,904,Yes,5240,1951.23,2267,44032,44480,1
CI259681,5104.32,1488.44,39,F,<5L,Tier 2,2630.95,600,2.01,1200,4,1698.21,883,Yes,6248,3736.95,2623,43333,44476,0
CI759271,1675.926,410.06,23,M,5L-10L,Tier 1,3140.41,731,3,2238,6,1248.64,924,No,9804,4467.41,2334,42893,44446,1
CI205814,1702.44,531.72,48,F,5L-10L,Tier 1,2451.23,850,2,1250,8,1490.64,686,No,1261,3807.23,1173,42982,44426,0
CI854186,3975.2,834.05,19,F,<5L,Tier 2,2319.82,4300,2,1450,10,1781.51,524,No,6206,7125.82,1217,43412,44494,0
CI698046,2013.14,687.07,54,F,<5L,Tier 1,954.94,700,1,1200,5,1401.27,753,No,9385,2160.94,3938,43934,44471,0
CI171292,1340.34,233.78,51,U,10L-20L,Tier 1,1052.83,600,2,1350,4,719.39,816,No,11237,2158.83,1944,44087,44496,0
CI145909,2161.35,507.45,41,F,5L-10L,Tier 1,296.77,700,2,1350,1,1561.54,499,No,1962,1502.77,4155,43156,44487,0
CI827268,3648.56,1504.78,41,F,5L-10L,Tier 1,2223.5,800,2,1150,10,709.67,948,No,7253,3529.5,1515,43749,44494,0
CI472367,3416.36,1388.68,57,M,5L-10L,Tier 1,3328.4,500,1,1250,6,1471.13,542,No,10608,4334.4,4025,43671,44446,0
CI135170,3545.19,968.73,28,F,<5L,Tier 1,1404.86,900,3.01,1450,4,762.73,687,No,7461,2810.86,959,43550,44461,0
CI946399,2102.48,365.87,35,F,<5L,Tier 2,3030.82,350,1.01,1050,10,1788.14,848,No,12767,3886.82,2456,43507,44501,0
CI839613,1354.47,715.47,31,M,5L-10L,Tier 2,868.33,850,3.01,1250,9,687.37,527,No,9466,2224.33,1534,43235,44483,0
CI736582,6203.32,1391.08,65,F,10L-20L,Tier 2,1408.18,1050,4.01,1100,5,919.34,910,No,12180,2964.18,654,43457,44453,0
CI741758,3321.36,1341.18,65,M,5L-10L,Tier 3,2142.27,650,2.01,1150,1,620.4,973,No,9814,3298.27,2821,43983,44477,0
CI541576,2667.2,507.05,58,F,10L-20L,Tier 1,2796.18,450,4.01,1350,2,979.9,534,No,1221,3752.18,3648,42723,44423,0
CI510182,1969.04,665.02,37,F,5L-10L,Tier 1,2027.2,800,2,1100,10,1581.17,964,Yes,10193,3333.2,4298,43526,44473,0
CI715710,3309.96,1335.48,47,F,10L-20L,Tier 2,1663.49,750,4.01,1200,5,1401.75,623,No,3950,2919.49,3864,43598,44470,0
CI707836,2198.392,1132.78,53,M,>20L,Tier 2,1833.67,2674,4.01,1280,3,1789.43,714,No,8489,5088.67,2537,44168,44448,1
CI732043,2068.52,1429.52,59,F,<5L,Tier 1,3252.16,800,4.01,1200,8,630.88,647,No,3625,4558.16,795,43345,44449,0
CI897499,880.15,241.15,25,F,>20L,Tier 1,1986.1,3900,4.01,1000,10,1289.12,625,No,10744,6392.1,700,43430,44508,0
CI581398,954.49,315.49,61,M,<5L,Tier 1,1470.28,1100,1.01,1400,8,809.83,540,No,2443,3076.28,624,43614,44434,0
CI502786,1375.458,513.97,28,F,10L-20L,Tier 1,1167.66,633,3,1373,10,1303.12,531,No,11785,2327.66,1847,44050,44453,1
CI973242,748.902,275.86,33,F,5L-10L,Tier 2,2990.22,829,3.01,1381,8,891.36,505,No,12360,4385.22,2631,43834,44458,1
CI379113,2874.68,1117.84,43,F,<5L,Tier 1,901.38,400,1.01,1400,2,615.22,653,No,7710,1807.38,1215,43311,44427,0
CI614937,1488.92,424.96,49,F,>20L,Tier 1,2058.81,600,1,1300,6,1665.67,1037,No,791,3164.81,1533,43688,44436,0
CI444651,1060.6,210.8,53,F,5L-10L,Tier 2,291.11,350,2.01,1050,9,1029.91,655,Yes,1755,1147.11,1953,43752,44429,0
CI760396,2507.1,622.7,38,M,<5L,Tier 1,2441.92,650,3,1000,9,1550.72,835,No,7338,3597.92,1926,43987,44447,0
CI675155,1661.22,340.74,38,M,5L-10L,Tier 1,2242.14,300,4.01,1350,2,1191.09,632,Yes,7347,3048.14,1446,43344,44484,0
CI350464,2638.35,666.45,31,F,5L-10L,Tier 1,2275.79,700,4,1250,9,1417.34,644,Yes,9415,3481.79,1051,43315,44462,0
CI566809,4895.25,1418.75,21,F,<5L,Tier 1,2439.99,950,1,1100,3,771.21,979,No,1847,3895.99,3926,43425,44456,0
CI927263,800.93,161.93,64,M,>20L,Tier 1,585.36,900,2.01,200,10,1728.94,478,No,2193,1991.36,656,44352,44435,0
CI800383,1720.96,1081.96,68,F,<5L,Tier 1,746.11,900,1.01,1400,2,710.91,430,No,7035,2152.11,524,43918,44436,0
CI327693,2365.62,575.54,60,F,>20L,Tier 1,837.14,700,2.01,1150,1,1235.59,914,No,3278,2043.14,506,43849,44424,0
CI993236,3355.59,1218.9,12,M,<5L,Tier 1,2233.79,914,4,1392,4,775.12,926,No,8730,3755.79,2648,42997,44493,1
CI511164,1490.76,212.94,38,M,5L-10L,Tier 2,2283.36,650,1.01,1300,9,1122.93,498,No,9578,3439.36,2210,43711,44490,0
CI480601,1722.51,361.17,37,F,<5L,Tier 1,631.8,400,4,850,3,1605.66,830,No,622,1537.8,2027,43908,44490,0
CI282745,962.87,323.87,43,F,5L-10L,Tier 2,1811.12,900,1,2750,6,655.79,737,Yes,9140,3217.12,906,44031,44422,0
CI963522,2927.56,572.14,56,F,10L-20L,Tier 2,1279.68,250,4,1450,4,1175.45,439,No,9574,2035.68,402,44319,44476,0
CI782960,2970.84,1165.92,66,M,5L-10L,Tier 1,1766.11,850,3.01,1450,2,1619.83,878,No,7190,3122.11,2496,43285,44480,0
CI555293,1567.01,928.01,42,F,<5L,Tier 1,632.07,350,2.01,1450,3,619.68,893,No,12709,1488.07,3990,42707,44446,0
CI697129,1871.34,616.17,67,U,<5L,Tier 2,1224.31,250,3,550,9,967.41,440,No,504,1980.31,3745,43026,44453,0
CI977419,1034.859,93.79,39,F,<5L,Tier 1,2429.55,972,1.01,1629,8,1473.24,882,No,2326,3950.55,3320,44329,44423,1
CI959863,1666.63,1027.63,30,M,>20L,Tier 1,2650.02,2550,3,1450,1,715.53,1012,Yes,12038,5706.02,1431,42806,44498,0
CI302643,1190.18,275.59,37,F,10L-20L,Tier 1,1583.11,450,4,4150,2,797.59,564,Yes,4607,2539.11,1891,44120,44458,0
CI849115,3568.824,997.83,44,F,<5L,Tier 1,2053.05,1139,3.01,1163,9,1733.52,966,No,8167,3729.05,3615,44093,44505,1
CI447792,4215.06,1192.02,31,U,<5L,Tier 2,1711.42,350,2.01,1000,2,862.08,876,Yes,9000,2567.42,788,43436,44455,0
CI995723,1273.32,158.58,23,M,<5L,Tier 2,2286.41,550,2.01,1100,10,880.24,953,Yes,9544,3342.41,2032,44274,44429,0
CI813674,2943.7,1152.35,68,F,10L-20L,Tier 1,570.15,250,4.01,1200,5,1451.48,639,No,7358,1326.15,3794,42843,44498,0
CI246966,2269.8,815.4,42,M,<5L,Tier 2,2571.2,450,1,1350,2,1251.75,790,No,1803,3527.2,4449,43674,44439,0
CI361762,1669.22,1030.22,25,F,10L-20L,Tier 2,3147.85,400,3,1300,3,819.56,423,No,4387,4053.85,2560,42997,44450,0
CI502409,859.53,220.53,67,M,5L-10L,Tier 1,1611.16,500,1,1050,6,1730.99,631,Yes,7589,2617.16,2170,42970,44501,0
CI455549,3293.25,884.75,50,F,10L-20L,Tier 2,805.66,550,4,1100,1,1078.79,684,No,8663,1861.66,2090,42846,44454,0
CI451690,4460.08,955.27,22,M,<5L,Tier 2,2806.83,3300,1.01,1150,3,1188.56,917,No,5733,6612.83,2880,42900,44441,0
CI180730,1737.59,1098.59,34,U,<5L,Tier 1,2313.11,600,4.01,1300,6,1757.95,952,No,11898,3419.11,4222,44504,44514,0
CI715541,2812.2,724.4,55,U,<5L,Tier 1,2903.63,650,4.01,400,6,1165.08,656,No,471,4059.63,3000,43607,44467,0
CI220366,3490.44,950.48,47,M,<5L,Tier 2,2727.51,300,2,1150,10,1082.1,942,No,937,3533.51,3143,44152,44466,0
CI216523,3773.55,1044.85,60,F,>20L,Tier 1,1788.69,300,3.01,1150,8,1244.98,619,No,7555,2594.69,4244,43743,44497,0
CI490901,1277.507,1059.01,35,M,<5L,Tier 2,309.83,690,4.01,4627,10,1432.72,815,Yes,10114,1531.83,720,43832,44441,1
CI130850,2022.42,461.14,54,F,<5L,Tier 2,331.54,500,4.01,1400,6,846.93,716,No,6964,1337.54,4370,43954,44471,0
CI545949,2823.92,1092.46,49,F,<5L,Tier 2,2463.24,550,3.01,1300,8,696.12,487,No,10282,3519.24,4388,43236,44454,0
CI179204,1524.8,442.9,65,F,>20L,Tier 1,3098.32,950,4,1300,2,937.15,483,No,4283,4554.32,590,44410,44437,0
CI673780,5316.4,1169.35,54,F,<5L,Tier 2,2164.13,250,1,1450,8,1333.53,768,No,4535,2920.13,3343,43896,44497,0
CI646289,3202.26,854.42,53,F,<5L,Tier 1,721.55,250,2,2600,9,991.97,423,No,8144,1477.55,3871,42863,44476,0
CI487452,1457.27,818.27,38,M,<5L,Tier 1,640.24,800,1,1050,1,1262.68,692,No,603,1946.24,3221,44348,44495,0
CI791046,2395.82,878.41,53,U,<5L,Tier 2,1439.6,700,4,1400,8,616.4,572,No,7330,2645.6,1253,42950,44422,0
CI924258,5148.56,1127.39,21,F,5L-10L,Tier 1,2138.88,500,1.01,1000,5,1433.85,782,No,10444,3144.88,3425,43378,44452,0
CI993683,2641.296,891.76,50,M,<5L,Tier 2,2201.46,575,3,1379,1,1612.33,458,Yes,8951,3377.46,2856,44227,44488,1
CI688785,2664.9,1012.95,52,U,5L-10L,Tier 2,2100.18,900,4,1400,7,1324.16,820,No,3861,3506.18,3339,44119,44442,0
CI584121,4719.75,1360.25,42,M,10L-20L,Tier 1,1229.17,400,2.01,1100,3,1648.15,881,No,8835,2135.17,3218,43177,44501,0
CI972895,3782.44,785.86,39,F,>20L,Tier 1,3297.07,650,4,1400,7,1518.4,391,Yes,11706,4453.07,3402,44001,44424,0
CI699962,1790.4,287.85,48,M,5L-10L,Tier 1,1268.16,600,1.01,3550,3,1195.69,717,No,3775,2374.16,302,43880,44472,0
CI837390,1127.15,488.15,45,M,<5L,Tier 1,1929.13,850,2.01,1200,4,963.22,523,Yes,9735,3285.13,919,43283,44480,0
CI279528,1592.44,238.36,30,M,<5L,Tier 2,2772.5,550,4,1100,8,1572.98,654,Yes,7212,3828.5,2475,42914,44480,0
CI165154,3446.49,935.83,38,F,<5L,Tier 1,2031.32,300,3.01,1050,6,1383.62,537,No,8056,2837.32,241,43662,44487,0
CI519525,1444.58,805.58,51,F,<5L,Tier 1,3122.41,4900,1.01,1400,2,637.62,550,No,4279,8528.41,588,42735,44464,0
CI533615,1121.8,120.7,68,M,5L-10L,Tier 1,1787.67,350,2,1150,9,898.19,570,Yes,4142,2643.67,3106,43697,44467,0
CI467492,5747.04,1277.01,32,F,<5L,Tier 1,115.21,550,1,1350,3,1596.52,588,No,12026,1171.21,1800,43165,44484,0
CI531744,1290.79,651.79,68,U,<5L,Tier 2,834.91,750,3.01,1000,2,778.34,750,Yes,7701,2090.91,4421,42887,44473,0
CI391205,5964.64,1331.41,52,F,10L-20L,Tier 1,3007.82,750,2,1050,6,1590.66,726,No,7294,4263.82,1293,42959,44436,0
CI246722,1846.88,1207.88,26,M,5L-10L,Tier 2,1175.72,750,4,1000,3,1128.49,719,No,2856,2431.72,736,43620,44478,0
CI743474,1163.28,262.14,46,F,<5L,Tier 1,1165.05,250,4.01,1150,6,1294.61,1004,No,8263,1921.05,3450,43357,44463,0
CI809162,2040.06,1401.06,34,F,5L-10L,Tier 2,2905.3,450,3.01,1300,10,1231.2,507,No,2135,3861.3,4408,43846,44503,0
CI786646,5994.84,1338.96,46,U,10L-20L,Tier 2,2004.75,750,2,1350,10,872.23,1007,No,4554,3260.75,4161,43623,44461,0
CI393001,3182.36,1271.68,57,M,<5L,Tier 1,1191.32,250,4,1200,4,717.2,518,No,1807,1947.32,3620,44026,44483,0
